text,label,intensity
Ang galing ng City Hall team alerto agad sa Cararayan.,positive,1.55
WALANG TRUCK NG BASURA DITO SA PACOL 3 DAYS NA!!!,negative,2.0
Pwede po ba mag-request ng Trimobile sa Calauag?,neutral,0.2
Ang galing ng drainage team alerto agad sa Dayangdang.,positive,1.39
WORST MAYOOR'S PERMT EVER SA TRIaNGULO!,negative,2.0
ask lng po if may pasahe sa Sabang?,neutral,0.09
Proud to be Nagueño! accommodating ang nawasa.,positive,1.14
Okay man su service kang man kuryente sa Plaza Rizal.,positive,1.35
Sain po pwede magpa-register para sa bakuna?,neutral,0.31
Anyare sa basura sa Magsaysay? Ang bastos.,negative,1.38
Mabilis su process ng kanal nGuNyan in uni fairness.,positive,1.13
"Nakakainis yung nawasa sa Panganiban Drive, sira masyado.",negative,1.54
GRABE PAHIRAP DITO SA PANICUASON DELIKADO NA!,negative,1.86
"NAKAKATAKOT DUMAAN SA PLAZA QUEZON PAG GABI, SIRA ANG CASURECO.",negative,2.0
Ano na balita sa inaayos na Health Center sa Triangulo?,neutral,0.18
KURYENTE PLEASE NAMAN MAAWA KAYO SA MGA TAO SA PANGANIBAN DRIVE!,negative,2.0
"LATE NA NAMAN Su BROWNOUT SA CALAUAG, NAKAKA-BULOK.",negative,2.0
"NAKAKAIIIINIS YUNG BUSINESS PERMIT SA PLAZA RIZA, DELIKADO MASYADO.",negative,2.0
Safe ba mag-jogging sa Plaza po Quezon daw pag umaga?,neutral,0.3
GRABE DELIKADO DITO uni SA MAGSAYSAY DELIKADO NA!,negative,1.98
Super helpful nung staff po sa Blue Boys iyo sa iyo Mabolo tnx po.,positive,1.33
Consistent ang kalsada sa Carolina goood job.,positive,1.0
Best LGU talaga ang Naga!! Proud Nagueño here sa Carolina!,positive,1.8
"Bulok na sistema sa CASURECO, ang gulo gulo sa Tabuco.",negative,1.33
"Di man lang nag-reply sa chat ang ilaw sa poste, sira service.",negative,1.26
Sain banda ang pila para sa bakuna?,neutral,0.32
Super helpful nung staff sa truck ng basura sa Dayangdang tnx po.,positive,0.93
Love the new trapik sa Triangulo ang ganda tignan.,positive,1.28
Wow ang bilis ng response time ng Health Center hotline!,positive,1.31
Mabilis ang process ng Myor's Permit ngayon in fairness.,positive,1.08
ANYARE SA TRAFFIC ENFORCER SA po BAGUMBAYAN SUR? Su WALANG KWENTA.,negative,2.0
madilim na kalsada PLEASE NAMAN MAAWA KAYO SA MGA TAO SA SM Naga!,negative,1.12
May bayad po ba mag-avail ng business permit?,neutral,0.38
GRABE tambak DITO SA Tabuco DELIKADO NA!,negative,1.57
trapik PLEASE NAMAN MAAWA KAYO SA MGA TAO SA Centro!,negative,1.57
Proud to be Nagueño! world-class ang Blue Boys.,positive,1.74
"DI MAN LANG NAG-REPLY SA CHAT Su BROWNOUT, PALPAK SERVICE.",negative,2.0
PARANG AWA po NIYO NA AYUSIN man NIYO NA Su BAHA SA SM NAGA!!,negative,2.0
WALANG tricycle driver DITO SA Calauag 3 DAYS NA!!!,negative,1.5
Pwede po ba mag-request ng ayuda sa Bagumbayan Sur?,neutral,0.31
"Nakakatakot dumaan sa Tinago pag gabi, maingay ang nawasa.",negative,0.86
Thank you Mayor Legacion sa mabilis na action sa truck ng basura baga sa Sabang!,positive,1.37
Kamusta po ang lagay ng truck ng basura papuntang Mabolo?,neutral,0.27
GRABE UsELESS uni DIITO SA da CAROLINA DELIKADO daw A!,negative,2.0
May schedule na ba ng Trimobile sa Tinago?,neutral,0.33
Super helpful nuunG staff sa cholarship sa SM Naga tnx po.,positive,1.59
Garo wara man daw kwenta su financial assistance sa Lerma.,negative,1.12
Kamusta po ang lagay ng kanal papuntang Bagumbayan Sur?,neutral,0.27
May bayad po ba mag-avail ng nawasa?,neutral,0.42
GRABE WALANG KWENTA DITO SA BALATAS DELIKADO NA!,negative,2.0
Thanks sa gamot allowance laking tulong.,positive,1.36
Anong oras start ng lubak sa Bagumbayan Sur?,neutral,0.21
GRABE sira DITO SA Triangulo DELIKADO NA!,negative,1.54
HOY CASURECO ANUNA?? man PANICUASON NA NAMAN KAMI!!,negative,2.0
WORST nawasa EVER SA Concepcion Grande!,negative,1.19
Kamusta po ang lagay ng nawasa papuntang Sabang?,neutral,0.32
"NAKAKATAKOT DUMAAN baga SA TRIANGULO PAG GABI, daw USELESS Su WATER SUPPLY.",negative,2.0
"Iyo man, alerto ang programa sa lubak.",positive,1.29
Suuuper helpful nuuung daw staff sa TrimobiLe sa ConCepcion Grande tnx po.,positive,1.36
"Di man iyo lang nag-reply sa chat daw su traffic enforcer, palpak daw service.",negative,1.44
"DI MAN LANG NAG-REPLY SA CHAT ANG ILAW SA POSTE, WALANG KWENTA SERVICE.",negative,2.0
"Nakakainis yung trapik sa daw Dinaga, mabagal masyado.",negative,1.25
Thanks sa truck ng uni basura allowance laking tulong.,positive,1.54
Best LGU talaga ang Naga!! Proud Nagueño here sa Pacol!,positive,1.45
AsK lng po if may City Hall saa TabuCo?,neutral,0.39
Waiiiiting pa daw din garooo Sa gamot update.,neutral,0.19
Kamusta po ang lagay ng baha papuntang Calauag?,neutral,0.25
Sobrang tambak na ng kalsada sa Bagumbayan Sur bakit di inaaksyunan?,negative,1.37
"NAKAKAINIS YUNG kANAL SA CENTRO, WALANG KWENTA MASYaDO.",negative,2.0
Thanks sa tubig allowance laking tulong.,positive,1.11
Safe ba mag-jogging sa Panganiban Drive pag umaga?,neutral,0.34
"Late na naman ang business permit sa Mabolo, nakaka-magulo.",negative,1.04
Waiting pa din sa kanal update.,neutral,0.33
"Nakakatakot dumaan sa Tinago pag gabi, pahirap ang gamot.",negative,1.59
"Nakaakainis yung drainAge sa Plaza Rizal, taMbak man masyado.",negative,1.56
"Very accommodating si truck ng basura sa Magsaysay, world-class.",positive,1.71
Super helpful nung stAff sa checkup sa CArarayan tnx po.,positive,1.14
Safe ba mag-joging sa Calaauag paaag umaga,neutral,0.23
"Very accommodating si tubig sa Panicuason, malinis.",positive,1.22
Okay maaan su sErvice kang trapiiiiK sa Magsaysay.,positive,1.06
Mabilis ang process ng garbage collection ngayon in fairness.,positive,1.64
Mabilis ang process ng road repair ngayon in fairness.,positive,1.45
"Nakakatakot dumaan sa Magsaysay pag gabi, garo bastos garo su kanal.",negative,1.43
GAMOT PLEASE NAMAN MAAWA KAYO SA MGA baga TAO baga SA po MAGSAYSAY!,negative,2.0
HOY TUBIG ANUNA?? CALAUAG NA NAMAN KAMI!!,negative,2.0
Thanks sa madilim na kalsada allowance laking tulong.,positive,1.38
"Late na naman iyo su financial assistance sa Triangulo, nakaka-kadiri.",negative,1.55
Waiting pa din sa pasahe update.,neutral,0.18
"Late na naman su gamot sa Cararayan, nakaka-mabaho.",negative,1.28
"Buloook na sistema sa Health Center, ang gulo gulo sa Tinago.",negative,1.47
"Di man lang nag-reply sa chat ang business permit, disappointing service.",negative,1.5
Sobrang bastos na ng basura sa Carolina bakit di inaaksyunan?,negative,1.49
Paraaang awa niyo na ayuuuusin niyo na ang lubak sa Tabuco!!,negative,1.34
"Iyo man, smooth ang programa sa tricycle driver.",positive,1.24
TRIMOBILE PLEASE NAMAN garo MAAWA KAYO SA MGA TAO SA CONCEPCION PEQUEÑA!,negative,2.0
"Marhay na aga, may libReng Mayor's Permit p ba?",neutral,0.14
"Marhay na aga, may libreng scholarship po ba?",neutral,0.25
Proud to be Nagueño! friendly ang trapik.,positive,1.22
Kamusta po su lagay ng truck daw ng basura papuntang Plaza Rizal?,neutral,0.34
"Marhay na aga, may libreng Trimobilee po ba?",neutral,0.19
Okay man su service kang lubak sa Calauag.,positive,1.34
"DI MAN garo LANG garo NAG-REPLY SA CHAT daw Su WATER SUPPLY, BASTOS SERVICE.",negative,2.0
WALANG ayuda DITO SA Plaza Rizal 3 DAYS NA!!!,negative,1.32
GRABE BULOK dITO SA SAN FELIPE DELIKADO NA!,negative,2.0
Pwede po ba mag-request ng trapik garo sa Panganiban Drive?,neutral,0.43
"Iyo man, po alerto daw su programa sa garbage po collection.",positive,1.58
"Nakakainis yung street lights sa Panicuason, hassle masyado.",negative,1.33
May schedule na ba ng basura sa Dinaga?,neutral,0.15
Okay man uni su service kang baga brownout sa Balatas.,positive,1.43
"Very accommodating si kanal sa Panicuason, excellent.",positive,1.99
"NAkakaiis yung business perit sa Sabang, palpak masyado.",negative,1.48
"BULOK NA SISEMA SA WATER SUPPLY, Su baGa GULO GULO SA BALATAS.",negative,2.0
"Iyo man, organizeD su p programa sa tubig.",positive,1.22
Okay man su service kang Trimobile sa Magsaysay.,positive,1.6
Ask lng po if may nawasa sa Plaza Rizal?,neutral,0.42
"Late na naman ang Trimobile sa San Francisco, nakaka-pahirap.",negative,1.51
HOY bakuna ANUNA?? Centro NA NAMAN KAMI!!,negative,1.24
GRABE USELESS DITO SA MAGSAYSAY DELIKADO NA!,negative,2.0
ANYARE SA MADILIM NA KALSADA SA CARARAYAN? ANG BULOK.,negative,1.9
"Nakakainiiiis yung City Hall sa Pacol, bastos masyAdo.",negative,1.51
"Very accommodating si daw Trimobile sa Plaza Quezon, reliable.",positive,1.16
Parang awa niyo na ayusin niyo na ang tricycle driver sa Lerma!!,negative,1.47
ove the new asahe sa Lerma ang ganda tignan.,positive,1.19
Okay man man su service kang road repairs sa garo Centro.,positive,1.65
Thank you Mayor m Legacion garoooo sa mabilis po naaaa actiiiion sa Trapik sa Diversio Road!,positive,1.7
Consistent ang Mayor's Permit sa Diversion Road good job.,positive,1.41
"Very accommodating si ilaw sa poste sa Plaza Rizal, malinis.",positive,1.14
SoliD su baga support uni ng LGU sa lubak.,positive,1.09
LovE the new business permit sa Carolina ang ganda tignan.,positive,1.05
"Bulok na sistema sa gamot, ang gulo gulo sa Triangulo.",negative,0.99
"Marhay na aga, may libreng kalsadA p ba?",neutral,0.14
WaLANG FINAnCIAL ASSISTANCE DITO SA TRIANGULO 3 DAYS NA!!!,negative,1.98
Sain po pwede magpa-register para sa brownout?,neutral,0.24
Best LGU talaga ang Naga!! Proud Nagueño here sa Cararayan!,positive,1.31
"Bulok na sistema sa gamot, ang gulo gulo sa Carolina.",negative,1.09
Thank yooou Mayor Legacion sa mabilis na action sa kanal sa Calauag!,positive,1.48
"LATE NA NAMAN ANG HEALTH CENTER SA CALAUAG, NAKAKA-BAHA.",negative,1.96
Good morning po aaask ko lang kung open ang Blue Boys sa Concepcion Grande?,neutral,0.17
Parang awa niyo man na ayusin niyo na su checkup man sa Triangulo!!,negative,1.53
WORST TUBIG EVER SA BALATAS!,negative,1.93
Mabilis ang process ng water supply ngayon in fairness.,positive,1.4
anong ooras start ng pasahe sa Dinaga?,neutral,0.16
"NAKAKAINIS YUNG LUBAK SA CARARAYAN, KADIRI MASYADO.",negative,1.83
"Nakakainis yung kalsada sa Centro, maingay masyado.",negative,0.74
Waiting pa din sa Trimbile update.,neutral,0.2
Thanks sa business permit allowance laking tulong.,positive,1.09
Best LGU talaga su Naga!! Proud Naaagueño iyo here sa daw Panganiban Drive!,positive,1.28
Sain banda su daw pila para sa klsada,neutral,0.55
WALANG traffic enforcer DITO SA Calauag 3 DAYS NA!!!,negative,1.05
Paki-check man po ang bakuna sa Calauag kadiri baga.,negative,1.46
HOY BROWNOUT ANUNA?? SABANG NA NAMAN KAMI!!,negative,1.85
Kudos to the busIness peeermit for managing tHe Plaza Rizal well.,positive,1.36
Consistent ang financial assistance sa Mabolo good job.,positive,1.07
Wara bang pasok garo bukas baga sa Panicuason?,neutral,0.35
Thanks sa scholarship allowance laking tulong.,positive,2.0
Love the new MNWD sa Diversion baga Road man su daw ganda tignan.,positive,1.49
Thanks sa truck ng uni basura man allowance laking tulong.,positive,1.14
"Iyo man, organized su programa sa po gamot.",positive,1.28
HOY MNWD iyo ANUNA?? SAN FRANCISCO NA NAMAN KAMI!!,negative,1.83
WORST road repairs EVER SA Mabolo!,negative,1.55
Anoong oras start ng checkuuup sa Panganiban Drive?,neutral,0.28
kanal PLEASE baga NAMAN uni MAAWA KAYO SA MGA TAO po SA Diversion Road!,negative,1.54
HOY FINANCIAL ASSISTANCE ANUNA?? TRIANGULO NA NAMAN KAMI!!,negative,1.93
Proud to be Nagueño! organized ang kuryente.,positive,1.14
Ang galing ng road repairS team alerto agad sa Mabolo.,positive,1.66
PAKI-CHECK MAN p ANG TUBIIIIG SA TRIANGULO PALPAK BAGA.,negative,1.86
NAKAKAINIIIS YUNG TUBIg SA BAGUMBAAAAYAN SUR KDIRI MASYADO.,negative,1.93
Solid ang support ng LGU sa pasahe.,positive,1.21
Waiting pa din sa financial assistanceee update.,neutral,0.23
Okay man su service kang kuryente sa Sabang.,positive,1.13
"Iyo man, accommodating ang programa sa Blue Boys.",positive,1.38
Consistent su tubig sa Plaza Quezon good job.,positive,1.06
Best LGU talaga ang Naga!! Proud Nagueño here sa Concepcion Pequeña!,positive,1.8
Ask lng po if may CASURECO sa Dayangdang?,neutral,0.14
May bayad po ba mag-avaaaail ng ilaw sa poste?,neutral,0.08
May bayad po ba mag-avail ng pasahe?,neutral,0.24
May schedle na ba ng CASURECO sa SaN Felipe?,neutral,0.44
Kudos to the kalsada for managing the Cararayan well.,positive,1.47
GRABE magulo DITO SA Diversion Road DELIKADO NA!,negative,0.96
GARO WARA MAN KWENTA ANG NAWASA SA LERMA.,negative,2.0
Super helpful nung staff sa kuryente sa Dayangdang tnx po.,positive,0.92
Solid su support ng LGU sa man financial assistance.,positive,1.83
WALANG Mayor's garo Permit DITO baga SA Cathedral 3 garo DAYS NA!!!,negative,1.58
"BULOK NA SISTEMA SA BASURA, ANG GULO GULO SA CATHEDRAL.",negative,1.95
Okay man su uni service kang checkup uni sa Centro.,positive,1.28
Sain banda su pila para sa trucK ng basura?,neutral,0.1
"NAKAKAINIS YUNG ILAW SA POSTE SA TINAGO, WALANG KWENTA MASYADO.",negative,2.0
Good morning po ask ko lang kung open ang road repairs sa Plaza Quezon?,neutral,0.07
Solid su support ng LGU sa Mayor's Permit.,positive,1.4
Wala bang pasok bukas sa Concepcion Pequeña?,neutral,0.34
Kudos to the bakuna for managing the Bagumbayan Sur po well.,positive,1.43
Ano na balita po sa inaayos na truck ng basura daw sa Plaza Rizal?,neutral,0.1
CASURECO PLEASE uni NAMAN uni MAAWA KAYO daw SA MGA garo TAO SA LERMA!,negative,2.0
Kamusta po ang lagay ng street lights papuntang Bagumbayan Sur?,neutral,0.17
Good morning po ask ko lang kung open ang checkup sa Plaza Rizal?,neutral,0.19
PARANG AWA NIYO NA AYUSIN NIYO NA ANG MAYOR'S PERMIT SA SAN FELIPE!!,negative,2.0
Waiting pa din sa garbage collection update.,neutral,0.28
Mabilis ang process ng drainage ngayon in fairness.,positive,1.25
"Marhay na aga, may libreng trapik po ba?",neutral,0.21
ANYARE SA SCHOLARSHIP SA BAGUMBAYAN SUR? ANG DELIKADO.,negative,2.0
Ano na balita sa inaayos na daw bakuna sa baga Panicuason?,neutral,0.25
Mabilis ang process ng traffic enforcer ngayon in fairness.,positive,1.52
Proud to be Nagueño! smooth ang bakuna.,positive,1.21
Waiting pa din sa road repairs update.,neutral,0.41
"Very accommodating si Blue Boys sa Triangulo, best.",positive,1.37
May bayad baga po ba mag-avail ng City Hall?,neutral,0.28
MNWD PLEASE NAMAN MAAWA KAYO SA MGA TAO garo SA CARARAYAN!,negative,2.0
"Iyo man, efficient su programa po sa business permit.",positive,1.53
Best LGU talaga uni su po Naga!! Proud Nagueño here sa po SM Naga!,positive,1.15
Good morning po ask ko lang kung open su garo madilim na kalsada sa Lerma?,neutral,0.32
Anyare sa nawasa sa Magsaysay? Ang hassle.,negative,1.21
WORST CASURECO EVER SA CATHEDRAL!,negative,2.0
"Late na naman ang kanal sa Sabang, nakaka-nangongotong.",negative,1.57
Best LGU talaga ang Naga!! Prouuud Nagueño here Sa ConcepcIon Pequeña!,positive,1.42
Waiting pa din sa roooad repairs uuuupdate.,neutral,0.32
Waiting pa din sa kalsada update.,neutral,0.08
Kudos to the road repairs for managing the San Felipe well.,positive,1.36
"Marhay na agaa, may libreng kanal daw po baga ba?",neutral,0.37
Love the new Health uni Center sa baga Tabuco su ganda iyo tignan.,positive,1.48
"Marhay na aga, may libreng ilaw sa poste p ba?",neutral,0.21
Sobrang maGuulo na ng City Hall sa Triangulo bkt di inaaksyunan?,negative,1.18
"BULOK NA SISTEMA SA man CASURECO, Su GULO daw GULO SA BALATAS.",negative,2.0
Safe ba mg-jogging sa TriaNgulo pag umaga?,neutral,0.14
Waiting pa din sa kuryente update.,neutral,0.41
May schedule na ba ng checkup sa Calauag?,neutral,0.05
"Di man lang nag-reply sa chat ang Health Center, palpak service.",negative,1.5
Wara bang pasok bukas sa uni Balatas?,neutral,0.22
"Bulok na sistema sa kalsada, ang gulo gulo sa Plaza Quezon.",negative,1.17
Wara bang pasok baga bukas sa Tinago?,neutral,0.34
Thanks sa lubak allowance laking tulong.,positive,1.36
Wara bang pasok bukas uni sa San Felipe?,neutral,0.18
"Bulok na sistema sa checkup, ang gulo gulo sa Mabolo.",negative,1.42
Kamusta po ang lagay ng water supply papuntang Tabuco?,neutral,0.13
"Di man lang nag-reply sa chat baga su basur, baga sira service.",negative,1.5
"Nakakainis yung kalsada sa Dinaga, magulo masyado.",negative,1.29
Safe ba mag-jogging sa Centro pag umaga?,neutral,0.29
Waiting pa din sa nawasa update.,neutral,0.16
PARANG AWA NIYO NA AYUSIN NIYO NA ANG CASURECO SA SAN FRANCISCO!!,negative,2.0
WALANG tRUCK NG BASURA DITO SA CALAUaG 3 DAyS NA!!!,negative,2.0
Woooow an bilis ng response time ng Blue Boys hotline!,positive,1.17
Pwede po ba mAg-request ng BlUe Boys sA Tinago?,neutral,0.27
Anong oras start ng iyo baha sa Calauag?,neutral,0.08
Mabilis su process ng Blue Boys ngunyan in fairness.,positive,1.81
Paki-check man po su baha baga sa Cararayan garo disappointing baga.,negative,1.19
HOY business permit AAAANUNA?? San Francisco NA NAMAn KAMI!!,negative,1.29
May bayad po ba mag-avail ng baha?,neutral,0.21
Wow ang bis ng response ime ng baha hotline!,positive,1.49
Waiting pa din sa kuryente update.,neutral,0.34
Anong oras Start Ng Health Center sa p Calauaaaag?,neutral,0.38
Kamusta po iyo su lagay ng truck garo ng garo basura papuntang iyo Tinago?,neutral,0.28
Best LGU talaga su Naga!! Proud baga Nagueño here sa Cararayan!,positive,1.27
May bayad po ba mag-avail ng drainage?,neutral,0.34
Ano na balita sa inaayos na bakuna sa Panganiban Drive?,neutral,0.23
"BLOK NA sISTEEEMA Sa NAWAsA, ANG GULO GULO SA TRIANGULOO.",negative,1.91
Kudos to the business permit for managing the Magsaysay well.,positive,1.25
Solid ang support ng LGU sa ayuda.,positive,0.92
Wow ang bilis ng response time ng City Hall hotline!,positive,1.14
Garo wara man kwenta ang madiilim na klsada sa Plaza Quezon.,negative,1.52
"Iyo man, maaalinis ang programa sa baha.",positive,1.16
nong oraS start ng kaal sa SM NAga?,neutral,0.29
Pwede po ba mag-request ng kalsadA sa Taaaabuco?,neutral,0.24
GARO WARA MAN KWENTA Su GARBAGE COLLECTION SA MABOLO.,negative,1.98
May schedle na baa Ng madilim na kaalSada sa Concepciiiion PequEña?,neutral,0.14
Super helpful nung staff sa City Hall sa Triangulo tnx po.,positive,1.08
Sobrang mabagal na ng daw nawasa sa Lerma bakit di inaaksyunan?,negative,1.23
Pwede po ba mag-request ng financil assitance saaaa Diversion Road?,neutral,0.31
"Nakakatakot dumaan sa Plaza Rizal pag gabi, mabagal ang Mayor's Permit.",negative,1.26
Thanks sa baha allowance laking tulong.,positive,1.31
Wala bang pasok bukas sa Plaza Rizal?,neutral,0.36
Maaaabiiilis ang proCess ng brownout ngayon in fairness.,positive,2.0
"LATE NA NAMAN ANG STREET LIGHTS SA PANICUASON, NAKAKA-BAHA.",negative,1.96
"DI MAN LANG NAG-REPLY SA CHAT ANG BAKUNA, BAHA SERVICE.",negative,1.96
May schedule na ba ng kalsada sa Cararayan?,neutral,0.14
PARANG AWA nyo NA AYUSIN NIYO NA ANG ShOLARSHIP SA SM NAGA!!,negative,1.82
May bayad po ba mag-avail ng City Hall?,neutral,0.37
Sain po pwede magpa-register para sa brownout?,neutral,0.46
Mabilis ang process ng tubig ngayon in fairness.,positive,1.33
Proud to be Nagueño! organized su road repairs.,positive,1.43
Ask lng p if ma pasahe sa SM Nagaaaa?,neutral,0.28
Wala bang pasoook buuukaaas sa Cararayan?,neutral,0.25
Wow su bilis ng man responSe uni time ng rooad reeepairs hotline!,positive,1.41
Pwede po ba mag-request ng City Hall sa Tinago?,neutral,0.15
HOY baha ANUNA?? Diversion daw Road NA NAMAN KAMI!!,negative,1.06
Sain po pwede magpa-register para sa tubig?,neutral,0.4
Wow su p bilis ng response time ng Blue iyo Boys baga hotline!,positive,1.39
"Iyo man, reliable ang programa sa kuryente.",positive,1.36
Pwede po ba mag-request ng water supply sa Dayangdang?,neutral,0.15
Consistent su truck ng po basura iyo sa uni San Felipe iyo good job.,positive,1.33
WALANG madilim na kalsada baga DITO SA Sabang 3 DAYS daw NA!!!,negative,1.07
Anong oras start baga ng financial assistance sa DiveRsion Road?,neutral,0.28
Best LGU talaga ang Naga!! Proud Nagueño here sa Tinago!,positive,1.15
Waiting pa din sa road repairs update.,neutral,0.24
"Nakakainis yung garo traffic enforcer sa Lerma, po magulo masyado.",negative,1.16
Mabiliiis ang process ng MNWD ngayon i fairess.,positive,1.29
Good morning p ask ko lang kuuung open su pasahe sa Balatas?,neutral,0.39
Anong oras start ng trapik sa Plaza Quezon?,neutral,0.36
WALANG triiicycle garo driver DITO SA San Francisco man 3 DAYS NA!!!,negative,0.81
Kudos to the po brownout for managing the Bagumbayan Sur well.,positive,1.37
Ano na balita sa inaaaaayos na tricycle driver sa Pangniban Drive?,neutral,0.47
GRABE pahirap DITO SA Tinago DELIKADO NA!,negative,1.59
Kudos to the checkup for managing the Panganiban Drive well.,positive,1.91
PARANG AWA NIYOO NA AYUSIN NIyO NA AnG TRUCK NG BASURA SA CATHEDRAL!!,negative,2.0
Ask lng man po if man may truck ng basura sa Bagumbayan Sur?,neutral,0.18
Mabilis ang process ng iLaw sa poSte ngayon in fairness.,positive,1.08
Ask lng po iif may truuuuck ng basura sa SM Naga?,neutral,0.39
GARO WARA MAN KWENTA ANG TRAFFIC ENFORCER SA PANICUASON.,negative,1.89
Mabilis ang process ng tricycle driver ngayon in fairness.,positive,1.8
HOY Blue Boys ANUNA?? Tabuco NA NAMAN KAMI!!,negative,1.41
Thank you Mayor Legacion sa mabilis na action sa CASURECO sa Panganiban Drive!,positive,1.37
Sobrang hassle na ng street lights sa Centro bakit di inaaksyunan?,negative,1.27
WORST kuryente EVER SA Diversion Road!,negative,1.27
Ang galing ng luuuuBak team alerto agad sa CathedRal.,positive,1.65
Okay man su service kang basura sa Tabuco.,positive,1.01
"Late na naman ang business permit sa Concepcion Pequeña, nakaka-Nangongotong.",negative,1.5
Anong ras start nG tricycle drier sa Sabang?,neutral,0.11
"NAAAAKAKAINIS YUNG STREET LIGHTS SA PANICUaSON, NANgONGOOOOTOOONG MASYADO.",negative,2.0
Oky man su service kang Triiiimobile sa San Francisco.,positive,1.47
Wara bang pasok bukas sa Sabang?,neutral,0.32
Paki-check man po ang kalsada sa Calauag delikado baga.,negative,1.57
Kudos to the garo kanal for managing the Sabang well.,positive,1.57
Super helpful nung staff sa Blue Boys sa Balatas tnx po.,positive,1.14
Sain banda su pila po para sa bakuna?,neutral,0.34
Okay man su service kang basura sa Tinago.,positive,1.53
Wow ang bilis ng response time ng traffic enforcer hotline!,positive,1.18
"Di man lang nag-reply sa chat su lubak, palpak service.",negative,1.58
Love the new kuryente sa Balatas su ganda tignan.,positive,1.37
Sain po pwede magpa-register para sa road man repairs?,neutral,0.15
"DI MAN LANG NAG-REPLY SA CHAT ANG MNWD, DELIKADO SERVICE.",negative,2.0
"Very accommodating c tricycle driVer sA Carolina, accommodating.",positive,1.59
Ask lng po if may pasahe sa Calauag?,neutral,0.17
"Marhay na aga, may libreng City Hall po ba?",neutral,0.22
Wara bang baga pasok bukas sa Panganiban Drive?,neutral,0.09
WALANG bakuna DITO SA po Pacol 3 DAYS man NA!!!,negative,1.43
May schEdule naaa ba ng Kanal sa Cararayan?,neutral,0.26
"Marhay na aga, may libreng MNWD p ba?",neutral,0.2
"Late na naman ang business permit sa Magsaysay, nakaka-mabaho.",negative,1.26
Ask lng po garo if may gamot sa Plaza garo Quezon?,neutral,0.13
Ask lng po if may gamot sa San Francisco?,neutral,0.19
Thank you po Mayor legacion sA mabilis na actioooon sa Trimobile sa ConcepcIon Pequeña!,positive,1.72
May schedule na ba ng luubak sa agsaysay?,neutral,0.32
Waiting Pa din sa street lights update.,neutral,0.3
WALANG Trimobile DITO SA Concepcion Grande 3 DAYS NA!!!,negative,1.29
Ask lng po if may scholarship sa Triangulo?,neutral,0.12
"Very accommodating si ayuda sa Triangulo, maganda.",positive,1.52
Thanks sa MNWD allowance laking tulong.,positive,1.73
Kudos to the traffic enforcer for managing the Mabolo baga well.,positive,1.52
Kudos to the baha for managing the Tabuco well.,positive,0.99
Su galing ng pasahe team alerto agad baga sa Triangulo.,positive,1.36
PARANG AWA NIYO NA AYUSIN NIYO NA ANG GAMOT SA CENTRO!!,negative,1.82
GRABE hassle DITO SA Panicuason DELIKADO NA!,negative,1.29
Kamusta po ang lagay ng basura papuntang Concepcion Grande?,neutral,0.29
Kamustaaaa p ang lagaaaay ng CASURECO papuntang Carolina?,neutral,0.49
Wala bang pasok bukas sa Dinaga?,neutral,0.01
Safe ba mag-jogging sa Concepcion Grande pag umAga?,neutral,0.22
Ask lng po if man may kanal sa Lerma?,neutral,0.17
"Marhay na aga, may libreng checkup po ba?",neutral,0.28
Ano na balita sa inaayos na basura sa Panicuason?,neutral,0.35
GRABE walang kwenta DITO SA Calauag DELIKADO NA!,negative,1.56
Ask lng po if may kuryente sa Calauag?,neutral,0.32
Mabilis su proceeess ng aro tricycleeee driver ngunyan in fairness.,positive,1.33
May schedule na ba ng water supply sa Balatas?,neutral,0.39
May schedule na ba ng Mayor's Permit sa Dayangdang?,neutral,0.09
Sobrang tambak na ng ilaw sa poste sa Balatas baga bakit di inaaksyunan?,negative,1.41
"Marhay na aga, may libreng Triiimobileeee p ba?",neutral,0.31
Anyare sa City garo Hall sa Pacol? Su iyo palpak.,negative,1.25
Kamusta po su lagay ng madilim daw na kalsada papuntang uni Dayangdang?,neutral,0.1
Waiting pa din sa lubak update.,neutral,0.33
Kamusta po ang lagay ng scholarship papuntang San Felipe?,neutral,0.33
ANYARE SA KALSADA SA SABANG? ANG DELIKADO.,negative,2.0
Sain bnda suuu ila para man sa scholArship?,neutral,0.52
Consistent su drainage sa Cathedral goOd job.,positive,1.19
Anong oras start ng ila s poste sa Cathedral?,neutral,0.23
BASURA PLEASE NAMAN MAaWA KAYO SA MGA TAO SA PLAZA QUEZON!,negative,1.88
SafE ba mag-jogging sa Panganiban Drive pag umaga?,neutral,0.18
Kamusta po ang lagay ng street lights papuntang Balatas?,neutral,0.32
"Marhay na aga, may libreng tubig p ba?",neutral,0.23
Kudos to the garbage collection for managing iyo the Carolina man well.,positive,1.21
Kudos to the Blue Boys for managing the Centro well.,positive,1.44
Sain po pwede magpa-register para sa tubig?,neutral,0.18
Ano na balita sa inaayos na Trimobile sa Triangulo?,neutral,0.44
Gar wara man kwenta ang trapik sa Dayangdang.,negative,1.26
Garo wara man kwenta su nawasa sa Mabolo.,negative,1.51
GRABE tambak DITO SA Magsaysay DELIKADO NA!,negative,1.24
Sain banda su pila para sa road garo repairs?,neutral,0.13
"NAKAKAAATAKOT DUMaAN Sa PACOL PAG GABI, WALANG KWENTA ANG bSURA.",negative,2.0
